number concept activation
281 car 0.11624264
282 drink 0.17033045
283 religion 0.20618945
284 trait 0.25859472
285 mental_health 0.14817046
286 beverage 0.03715112
287 orchestra 0.08355809
288 starter 0.023771346
289 upgrade -0.025430381
290 account -0.0037721645
291 soft_tissue 0.10033306
292 photographer 0.010815406
293 venue 0.00924601
294 Adverse_Effect 0.17375232
295 province 0.062556006
296 publication 0.0038860503
297 quality 0.0010765464
298 vessel 0.03127601
299 therapy 0.060173843
300 speaker 0.025067965
301 polymer -0.023056561
302 flavor 0.085970454
303 chemical 0.09380061
304 shape -0.054643646
305 guest 0.051495828
306 gene 0.11062647
307 injury 0.06187761
308 combination 0.13931817
309 bank 0.053186025
310 accessory 0.12718642
311 airline 0.08078351
312 county 0.02674377
313 competition 0.09764352
314 actor 0.12020897
315 station -0.01310154
316 gem 0.03130099
317 image 0.10263027
318 luminary -0.08123335
319 expression 0.15706348
320 people 0.066630214
321 vehicle 0.050631978
322 society 0.20055884
323 tree 0.055937655
324 union 0.0830751
325 division 0.007618463
326 genre 0.104493074
327 fruit 0.016931852
328 contemporary 0.1219508
329 heroes -0.007768953
330 officer -0.047260128
331 heroe 0.14108506
332 virus 0.13610055
333 establishment -0.005379941
334 piece 0.059795994
335 scientist -0.0022178057
336 spot -0.02351497
337 wrestler 0.09359711
338 space -0.033857815
339 vaccine 0.064007066
340 track 0.0045294147
341 value -0.013186093
342 pioneer -0.11256986
343 substrate 0.05060612
344 publisher -0.04800603
345 architect -0.047787353
346 behavior 0.20943637
347 theorist 0.041699693
348 producer 0.09548047
349 sweet 0.147606
350 mission -0.029489426
351 single 0.054909952
352 partner 0.028417587
353 park -0.0135317845
354 celebs 0.105473995
355 finish 0.028968278
356 committee -0.04542026
357 battle 0.081182465
358 crop 0.12616111
359 phrase 0.138308
360 sight 0.03026291
361 addition -0.06274618
362 album 0.22363588
363 leader -0.06478079
364 habitat 0.06480698
365 charity 0.06480379
366 malignancy 0.2150299
367 feeling 0.21336713
368 mouth_watering 0.050546553
369 legend 0.04635967
370 real_estate 0.03914018
371 icon -0.013250892
372 modality 0.014008382
373 restaurant 0.075128965
374 cheese 0.10345406
375 mammal 0.045741662
376 cutting_edge -0.06480444
377 headliner 0.08458159
378 fuel 0.09140207
379 syndrome 0.22825211
380 fixture -0.026242696
381 prop -0.081835814
382 report -0.018433034
383 center -0.118516356
384 college 0.016216075
385 delicacy 0.0898409
386 role 0.009406699
387 newcomer 0.028456885
388 ensemble 0.1495284
389 investment -0.036523785
390 control 0.040877625
391 theory 0.09751846
392 salad 0.08596805
393 biomarker 0.038751546
394 nickname 0.15249224
395 singer 0.20914406
396 raw_material 0.11507551
397 entree 0.038462013
398 african_american 0.1275219
399 operator -0.03284799
400 particle 0.072032705
401 politician 0.05963315
402 builder -0.043477252
403 maker 0.077532984
404 series 0.08085291
405 store 0.053593908
406 sport 0.10285317
407 developer -0.028547468
408 museum -0.027258592
409 enzyme 0.068243474
410 Web_Site 0.088093184
411 herb 0.1235927
412 fashion_designer 0.116689615
413 record -0.019274516
414 software 0.024702819
415 street 0.058511034
416 show 0.11008779
417 version 0.034810018
418 stimulus -0.022977509
419 teammate 0.09295657
420 touch -0.00029561424
421 outlet 0.049603187
422 Service_Provider -0.018179119
423 entertainer 0.10233953
424 advocate -0.049318437
425 suburb 0.089798756
426 exhibit 0.09949534
427 mine 0.067115396
428 settlement -0.021986546
429 remedy 0.06950117
430 official -0.08500985
431 poem 0.22079498
432 breed 0.19756164
433 state -0.027196644
434 youngster 0.027947582
435 camp -0.047315013
436 organ 0.0743482
437 giant 0.04434831
438 actress 0.1635339
439 fund 0.0072303307
440 variant 0.15130015
441 Empirical_Study 0.07948429
442 Signature_Dish 0.17008394
443 mode 0.05344603
444 conference -0.06583931
445 force 0.07115613
446 brewery 0.031071888
447 art 0.01708162
448 threat 0.04123789
449 production 0.058994442
450 supporter -0.023698237
451 inhibitor 0.07727033
452 journal 0.062036116
453 practitioner 0.05574402
454 novelist 0.1244627
455 invertebrate -0.014784993
456 vegetable 0.084639154
457 musical 0.15818569
458 economist -0.015874945
459 card 0.015997497
460 network -0.0029001157
461 comedy 0.18488397
462 nineteenth_century 0.014969427
463 grass 0.15764113
464 ride 0.0065292087
465 standout 0.007643112
466 water 0.0013569483
467 worker 0.06588581
468 investigator 0.07228732
469 surgery 0.031556185
470 Famous_Name 0.13189463
471 Centre -0.05229265
472 parish 0.034863774
473 comment -0.0024292783
474 occupation 0.10523455
475 artiste 0.15709089
476 experiment 0.0056845727
477 insect 0.15536802
478 densely_populated 0.08272909
479 dog 0.1494254
480 commentator 0.013728108
481 infection 0.12444512
482 composition 0.10828373
483 dignitary -0.09383071
484 ethnic_minority 0.10468128
485 internationally_renowned 0.00966234
486 prison 0.0631221
487 philosopher 0.0966195
488 critically_acclaimed 0.11662395
489 comic 0.10889451
490 surname 0.13793236
491 finding 0.091039285
492 index 0.019622292
493 peer 0.076830804
494 coach 0.062110458
495 activist 0.0020986293
496 foundation -0.01207807
497 award -0.026993858
498 pathogen 0.106787786
499 face 0.014514722
500 council -0.016310455
501 verb 0.22909321
502 acquisition 0.045575406
503 selection 0.029801259
504 defect 0.053343274
505 route -0.028097996
506 studio 0.056537647
507 thinker 0.02456323
508 container 0.018522505
509 Historical_Site -0.032746226
510 abnormality 0.13127317
511 movement -0.004439919
512 colleague 0.036794413
513 sociologist 0.15220267
514 base -0.094677016
515 culture 0.18100704
516 monster 0.17055544
517 explorer -0.06321006
518 investor 0.009452258
519 tourist_destination 0.024915945
520 insurer 0.03964916
521 regular -0.025894994
522 sample -0.033422716
523 Menu_Item 0.19050209
524 Offence 0.27878824
525 minister -0.028945377
526 composer 0.14023972
527 coating 0.044930574
528 perennial 0.12533964
529 soil 0.017030157
530 performance 0.07606357
531 teacher 0.12910114
532 painter 0.13480707
533 landmark -0.090061985
534 university 0.003027044
535 mountain 0.028328482
536 novel 0.13672644
537 wine 0.08041868
538 fabric 0.057130873
539 internationally_acclaimed 0.019470697
540 franchise 0.020741818
541 prize 0.028772563
542 disaster 0.010510274
543 topping -0.011010744
544 house 0.06998685
545 journalist 0.040051464
546 filmmaker 0.094166555
547 djs 0.10859651
548 law_enforcement 0.070314035
549 muscle 0.07685129
550 blue_chip -0.022671392
551 manager -0.023512734
552 stock 0.07181004
553 contributor -0.037634674
554 choreographer 0.16422492
555 south_african 0.14471176
556 resort 0.04976732
557 folk 0.11071216
558 tune 0.03559457
559 winery -0.012040236
560 entrepreneur 0.02800231
561 physician 0.022577032
562 deity 0.09342514
563 playwright 0.15559341
564 move 0.028619982
565 user 0.008935127
566 quarterback 0.08992724
567 twentieth_century 0.035467196
568 guest_speaker -0.026571933
569 dance 0.14090595
570 villain 0.17421956
571 contender 0.062079854
572 spelling 0.046087287
573 law 0.028711904
574 lender -0.024146121
575 cell 0.04682698
576 fundraiser 0.022111157
577 theologian 0.0466752
578 flower 0.09158721
579 airport 0.037273005
580 stream -0.0027689126
581 estate 0.059304774
582 meat 0.09174353
583 tributary 0.10098194
584 proponent -0.044380993
585 sensor -0.016961908
586 democrat 0.061129574
587 comedian 0.0772421
588 effort -0.0072803413
589 predator 0.16161032
590 shrub 0.15435371
591 antibiotic 0.067030415
592 phone 0.008597967
593 supermarket 0.07557982
594 township 0.10095951
595 historian -0.02441849
596 rider 0.06939985
597 abbreviation 0.09840046
598 cartoon 0.034182142
599 hotel 0.050730985
600 trainer 0.09443837
601 sandwich 0.069898665
602 senator -0.06623216
603 family 0.10591216
604 tenant 0.057868317
605 lawyer 0.052886683
606 release -0.0053399126
607 girl 0.21589941
608 feminist 0.18725923
609 Medical_Device -0.01991947
610 contractor 0.018537572
611 saint 0.061366767
612 psychologist 0.15540682
613 mall 0.054993838
614 conductor 0.0699094
615 aircraft 0.019625116
616 prospect -0.061969355
617 beer 0.12230751
618 mps 0.004372849
619 reservoir 0.05923291
620 condiment 0.087023444
621 dancer 0.18511795
622 pesticide 0.083744206
623 accident 0.05269906
624 rookie 0.062275425
625 reformer -0.0400505
626 rapper 0.17110299
627 tumor 0.096842535
628 winner 0.033139303
629 denomination 0.012640555
630 ngos 0.103397936
631 ship 0.00996426
632 garment 0.047577117
633 train 0.030150583
634 ophthalmologist 0.008959326
635 doctor 0.073869795
636 temple 0.04454422
