number concept activation
281 car 0.060823232
282 drink 0.013171375
283 religion 0.035007153
284 trait 0.015297298
285 mental_health -0.008632727
286 beverage -0.020820258
287 orchestra 0.054575004
288 starter -0.046752866
289 upgrade -0.038270682
290 account -0.047352746
291 soft_tissue 0.036242455
292 photographer 0.024923796
293 venue 0.07673782
294 Adverse_Effect -0.008945224
295 province 0.033139274
296 publication 0.038095333
297 quality -0.06415137
298 vessel -0.028930787
299 therapy 0.08084955
300 speaker 0.021189114
301 polymer 0.07160301
302 flavor -0.04446164
303 chemical 0.08073926
304 shape 0.029941168
305 guest 0.02605347
306 gene 0.05570925
307 injury 0.0020227074
308 combination 0.030008465
309 bank -0.075298205
310 accessory 0.016654465
311 airline 0.0008864528
312 county 0.07454218
313 competition 0.022340382
314 actor -0.045675028
315 station 0.05002602
316 gem -0.0048046056
317 image -0.022696862
318 luminary 0.067460604
319 expression -0.009603335
320 people -0.022357533
321 vehicle 0.0083018085
322 society 0.052050572
323 tree 0.04304427
324 union 0.021298265
325 division 0.10826077
326 genre 0.022555314
327 fruit -0.03391305
328 contemporary 0.008210842
329 heroes 0.063330516
330 officer -0.021673653
331 heroe 0.13263893
332 virus 0.03745464
333 establishment 0.007800277
334 piece 0.0028513083
335 scientist 0.017034762
336 spot 0.047691844
337 wrestler 0.075967245
338 space -0.03165479
339 vaccine 0.0625633
340 track 0.086465925
341 value -0.02884129
342 pioneer 0.041666087
343 substrate 0.08221957
344 publisher 0.013963966
345 architect 0.0074918414
346 behavior 0.09305502
347 theorist 0.1360705
348 producer -0.009157968
349 sweet -0.03206181
350 mission -0.024116281
351 single 0.002846154
352 partner 0.047866102
353 park 0.0802301
354 celebs 0.008002665
355 finish 0.029294692
356 committee -0.028146729
357 battle 0.06964121
358 crop -0.026495533
359 phrase -0.056061618
360 sight -0.058309168
361 addition 0.04570933
362 album 0.006106108
363 leader -0.015168783
364 habitat -0.08820584
365 charity 0.0026288184
366 malignancy 0.014989013
367 feeling -0.029593917
368 mouth_watering -0.036562048
369 legend 0.009800523
370 real_estate -0.07789159
371 icon 0.05977402
372 modality 0.041619692
373 restaurant -0.08473752
374 cheese 0.020095056
375 mammal 0.032361086
376 cutting_edge 0.022568496
377 headliner 0.085686274
378 fuel -0.027717695
379 syndrome 0.05331818
380 fixture 0.061817687
381 prop -0.107902154
382 report -0.04629033
383 center 0.10063561
384 college 0.03420045
385 delicacy -0.041841794
386 role 0.04126491
387 newcomer 0.02053073
388 ensemble 0.04582297
389 investment -0.14220534
390 control 0.016804267
391 theory 0.10830478
392 salad -0.015774874
393 biomarker 0.02438155
394 nickname 0.02884384
395 singer -0.018660348
396 raw_material 0.00801479
397 entree -0.040091068
398 african_american 0.21874061
399 operator -0.006156599
400 particle 0.1296547
401 politician -3.4711207e-05
402 builder -0.0072110593
403 maker 0.012794315
404 series 0.03223094
405 store 0.0040711216
406 sport 0.004877073
407 developer -0.012874007
408 museum 0.108905025
409 enzyme 0.07841537
410 Web_Site 0.054317683
411 herb -0.066634275
412 fashion_designer 0.019029869
413 record 0.063378714
414 software 0.02131803
415 street 0.063678265
416 show 0.08272484
417 version 0.032955162
418 stimulus -0.027875695
419 teammate 0.042266347
420 touch -0.05322
421 outlet -0.03996101
422 Service_Provider -0.004509066
423 entertainer -0.011678713
424 advocate 0.037711296
425 suburb 0.11213053
426 exhibit 0.08537851
427 mine -0.009511089
428 settlement -0.030667925
429 remedy -0.04257226
430 official -0.009700756
431 poem 0.015500305
432 breed 0.06820873
433 state 0.005802564
434 youngster -0.015763015
435 camp 0.03618028
436 organ 0.04557438
437 giant 0.042997885
438 actress -0.0068810303
439 fund -0.05051149
440 variant 0.0846338
441 Empirical_Study 0.018219698
442 Signature_Dish -0.05726862
443 mode 0.0071456525
444 conference 0.0536581
445 force -0.04816868
446 brewery 0.13759546
447 art 0.103488624
448 threat -0.0018115573
449 production 0.013257111
450 supporter 0.00034782058
451 inhibitor 0.0968379
452 journal 0.08300157
453 practitioner 0.057544444
454 novelist 0.070946686
455 invertebrate 0.094118685
456 vegetable -0.07012079
457 musical 0.00830438
458 economist -0.019088076
459 card 0.04585346
460 network 0.07249228
461 comedy 0.01543551
462 nineteenth_century 0.14199682
463 grass 0.026630681
464 ride -0.011523095
465 standout 0.048904464
466 water -0.039613348
467 worker 0.057296418
468 investigator 0.09247652
469 surgery 0.0025298856
470 Famous_Name 0.0042231684
471 Centre 0.08141926
472 parish 0.09005891
473 comment 0.01995592
474 occupation 0.035468977
475 artiste -0.015764529
476 experiment 0.049955193
477 insect 0.010910934
478 densely_populated 0.032735426
479 dog 0.12524755
480 commentator 0.016042873
481 infection 0.07411874
482 composition 0.0060027996
483 dignitary 0.03986341
484 ethnic_minority 0.071471535
485 internationally_renowned 0.14739719
486 prison 0.056615505
487 philosopher 0.07259052
488 critically_acclaimed 0.05093582
489 comic 0.028003862
490 surname 0.062542476
491 finding -0.044857133
492 index 0.053570725
493 peer -0.010335127
494 coach 0.053583845
495 activist 0.03654405
496 foundation 0.004900043
497 award 0.027286932
498 pathogen 0.046611827
499 face -0.02807678
500 council 0.02971441
501 verb -0.02880473
502 acquisition -0.024634928
503 selection -0.06360914
504 defect 0.007789551
505 route 0.026212178
506 studio 0.024432372
507 thinker 0.028272692
508 container 0.0643577
509 Historical_Site 0.049932316
510 abnormality 0.11401996
511 movement 0.044522114
512 colleague 0.06711015
513 sociologist 0.118682355
514 base 0.10117202
515 culture 0.0044070273
516 monster -0.04149878
517 explorer -0.041133273
518 investor -0.062678196
519 tourist_destination -0.05139026
520 insurer -0.029143674
521 regular 0.027078567
522 sample 0.056467637
523 Menu_Item -0.00088825
524 Offence -0.005485768
525 minister 0.027466271
526 composer 0.07641881
527 coating 0.054512713
528 perennial -0.020671582
529 soil 0.015599177
530 performance 0.03651787
531 teacher 0.008388117
532 painter 0.058885343
533 landmark 0.057791468
534 university 0.09189567
535 mountain 0.013787559
536 novel 0.055760764
537 wine 0.04835175
538 fabric 0.018631328
539 internationally_acclaimed 0.071397685
540 franchise -0.06799878
541 prize -0.014534668
542 disaster -0.03233845
543 topping -0.017837813
544 house 0.06809648
545 journalist 0.010298529
546 filmmaker -0.0062083425
547 djs 0.12796235
548 law_enforcement 0.02385186
549 muscle 0.031103907
550 blue_chip 0.049479157
551 manager 0.025292927
552 stock -0.065329745
553 contributor -0.008170589
554 choreographer 0.069648065
555 south_african 0.14824274
556 resort -0.027128493
557 folk 0.067361556
558 tune -0.07024639
559 winery 0.04868532
560 entrepreneur -0.059233844
561 physician -0.039746027
562 deity -0.026761709
563 playwright 0.048641257
564 move -0.014598488
565 user 0.029345505
566 quarterback 0.018683009
567 twentieth_century 0.13124432
568 guest_speaker 0.11346006
569 dance 0.07061443
570 villain -0.034774736
571 contender 0.03447391
572 spelling 0.004763901
573 law 0.00040137814
574 lender -0.074884035
575 cell 0.0689861
576 fundraiser -0.03230741
577 theologian 0.12315191
578 flower 0.007887074
579 airport 0.0626218
580 stream 0.03107646
581 estate 0.093849525
582 meat -0.01596413
583 tributary 0.007989492
584 proponent -0.0013384797
585 sensor 0.05361193
586 democrat 0.06519193
587 comedian -0.007331267
588 effort -0.035437964
589 predator 0.008931395
590 shrub -0.02909475
591 antibiotic 0.006364646
592 phone -0.021269849
593 supermarket 0.019727563
594 township 0.07971082
595 historian 0.12444627
596 rider 0.014588049
597 abbreviation 0.10911088
598 cartoon 0.010514999
599 hotel -0.0153606525
600 trainer 0.062226452
601 sandwich -0.04517748
602 senator -0.06606227
603 family -0.01936524
604 tenant 0.024086455
605 lawyer 0.025018612
606 release 0.003551874
607 girl -0.013094789
608 feminist 0.0970761
609 Medical_Device -0.0043556993
610 contractor -0.042125415
611 saint 0.04866071
612 psychologist 0.10096517
613 mall -0.0017819924
614 conductor 0.14124048
615 aircraft 0.07737607
616 prospect -0.030833334
617 beer 0.093453646
618 mps 0.11857951
619 reservoir 0.010542603
620 condiment -0.0027047058
621 dancer 0.062221996
622 pesticide -0.047124386
623 accident 0.03668733
624 rookie -0.02762577
625 reformer 0.0035157672
626 rapper -0.019853627
627 tumor 0.013579751
628 winner -0.020786723
629 denomination -0.07398891
630 ngos 0.14393353
631 ship 0.02459274
632 garment -0.0052582864
633 train 0.21478115
634 ophthalmologist 0.013285582
635 doctor 0.010127307
636 temple 0.022210086
