number concept activation
282 drink 0.061561964
283 religion 0.15355618
284 trait 0.05442958
285 mental_health 0.00016744205
286 beverage 0.012764994
287 orchestra 0.09283681
288 starter 0.04968126
289 upgrade -0.0499371
290 account 0.058425505
291 soft_tissue 0.04222392
292 photographer 0.059329838
293 venue -0.04555472
294 Adverse_Effect 0.004051197
295 province 0.1187979
296 publication -0.028712774
297 quality 0.0018142535
298 vessel 0.07034823
299 therapy 0.061647043
300 speaker 0.041843563
301 polymer 0.051674176
302 flavor 0.05484461
303 chemical -0.006745584
304 shape 0.09319752
305 guest 0.058336597
306 gene 0.101809025
307 injury 0.031007707
308 combination 0.0030028813
309 bank 0.15573688
310 accessory 0.06600898
311 airline 0.08640908
312 county -0.05704052
313 competition -0.08408279
314 actor 0.23576452
315 station 0.0598831
316 gem 0.04893188
317 image 0.08614462
318 luminary 0.080264464
319 expression 0.097842626
320 people 0.07178044
321 vehicle -0.02871943
322 society 0.15936984
323 tree 0.039866123
324 union 0.12211638
325 division -0.0075379647
326 genre 0.15475905
327 fruit 0.08336522
328 contemporary 0.12135041
329 heroes 0.18555064
330 officer 0.07112245
331 heroe 0.2197263
332 virus 0.049656555
333 establishment 0.14440319
334 piece 0.08438142
335 scientist 0.13579632
336 spot 0.01793541
337 wrestler 0.21609119
338 space -0.03532982
339 vaccine 0.015253407
340 track 0.030080862
341 value -0.008163046
342 pioneer 0.028269405
343 substrate -0.02940538
344 publisher 0.07615572
345 architect 0.11980221
346 behavior 0.09912044
347 theorist 0.18109497
348 producer 0.06338189
349 sweet 0.103136264
350 mission -0.046217732
351 single -0.044834603
352 partner 0.10110319
353 park -0.03948155
354 celebs 0.14110158
355 finish 0.018414874
356 committee -0.06688602
357 battle 0.040531136
358 crop 0.008556952
359 phrase 0.18430793
360 sight -0.010383995
361 addition -0.020445272
362 album 0.061039615
363 leader 0.15430167
364 habitat -0.0013615051
365 charity 0.051346358
366 malignancy 0.15712553
367 feeling 0.051423453
368 mouth_watering 0.069240436
369 legend 0.2228749
370 real_estate 0.13132285
371 icon 0.1166509
372 modality 0.07477118
373 restaurant 0.17388964
374 cheese 0.11336026
375 mammal 0.040071685
376 cutting_edge 0.049568374
377 headliner 0.046630535
378 fuel -0.002080019
379 syndrome 0.09831906
380 fixture -0.00523271
381 prop 0.15711163
382 report -0.028304722
383 center 0.0060199085
384 college 0.036579322
385 delicacy 0.104173146
386 role 0.07551062
387 newcomer 0.12014317
388 ensemble 0.11110281
389 investment 0.08627053
390 control 0.047853827
391 theory 0.106944874
392 salad 0.071804136
393 biomarker 0.06305539
394 nickname 0.20594707
395 singer 0.12624758
396 raw_material 0.007199038
397 entree 0.07724254
398 african_american 0.13618398
399 operator 0.10593004
400 particle -0.0009890834
401 politician 0.3787819
402 builder 0.13011025
403 maker 0.035300307
404 series -0.0006005092
405 store 0.01905345
406 sport 0.050238505
407 developer 0.106871404
408 museum 0.012654963
409 enzyme 0.07835271
410 Web_Site -0.012002093
411 herb 0.08265452
412 fashion_designer 0.18070205
413 record -0.04263027
414 software 0.04721473
415 street 0.13124134
416 show 0.019060155
417 version 0.09155618
418 stimulus -0.03012104
419 teammate 0.12742877
420 touch 0.009980524
421 outlet 0.019582033
422 Service_Provider 0.05110448
423 entertainer 0.1037524
424 advocate 0.08937092
425 suburb 0.10015845
426 exhibit -0.0719396
427 mine 0.071399614
428 settlement 0.0069595613
429 remedy 0.009519643
430 official 0.09148981
431 poem 0.08866559
432 breed 0.062409107
433 state 0.06866165
434 youngster 0.12305722
435 camp 0.031588435
436 organ 0.13707544
437 giant 0.06257351
438 actress 0.108062305
439 fund 0.02706436
440 variant 0.14169595
441 Empirical_Study 0.006404896
442 Signature_Dish 0.029601917
443 mode 0.05566977
444 conference -0.016415784
445 force 0.047423024
446 brewery 0.05881229
447 art 0.08296986
448 threat 0.04193101
449 production -0.020518282
450 supporter 0.119242854
451 inhibitor 0.06795579
452 journal 0.07325768
453 practitioner 0.121467605
454 novelist 0.1787437
455 invertebrate 0.143432
456 vegetable 0.107636824
457 musical 0.07770929
458 economist 0.1286059
459 card 0.11098133
460 network 0.07324251
461 comedy 0.16528094
462 nineteenth_century 0.11631309
463 grass 0.03114123
464 ride 0.06437485
465 standout 0.030407319
466 water -0.01972372
467 worker 0.15351303
468 investigator 0.22081737
469 surgery 0.058026105
470 Famous_Name 0.122490175
471 Centre 0.007566629
472 parish 0.055975337
473 comment 0.026803773
474 occupation 0.10027968
475 artiste 0.13602518
476 experiment 0.004786231
477 insect 0.06899447
478 densely_populated 0.0685433
479 dog 0.12701231
480 commentator 0.12371024
481 infection 0.0068710926
482 composition -0.03193615
483 dignitary 0.2678008
484 ethnic_minority 0.04349194
485 internationally_renowned 0.0678886
486 prison 0.17918625
487 philosopher 0.25235957
488 critically_acclaimed 0.08127424
489 comic 0.23277907
490 surname 0.19229059
491 finding -0.05386653
492 index -0.0019923162
493 peer 0.053046037
494 coach 0.11251792
495 activist 0.15327759
496 foundation 0.0221116
497 award -0.1619305
498 pathogen 0.06405988
499 face 0.04241157
500 council -0.022215437
501 verb 0.11539163
502 acquisition -0.017631209
503 selection -0.098747
504 defect 0.052750435
505 route -0.024953479
506 studio 0.04197315
507 thinker 0.15867501
508 container -0.016209908
509 Historical_Site -0.036605418
510 abnormality 0.06399571
511 movement 0.0054588006
512 colleague 0.16136356
513 sociologist 0.14758147
514 base -0.028295796
515 culture 0.09509769
516 monster 0.21248402
517 explorer 0.08130044
518 investor 0.08643656
519 tourist_destination 0.08599934
520 insurer 0.05521132
521 regular 0.016848605
522 sample -0.0458055
523 Menu_Item 0.04868585
524 Offence 0.12358961
525 minister 0.11229784
526 composer 0.15790191
527 coating 0.025647193
528 perennial 0.050985236
529 soil 0.024791501
530 performance -0.062283337
531 teacher 0.07962719
532 painter 0.21776836
533 landmark 0.012000699
534 university 0.022716396
535 mountain 0.0032931291
536 novel 0.10643987
537 wine 0.08154646
538 fabric 0.04754521
539 internationally_acclaimed 0.038835134
540 franchise 0.0624065
541 prize -0.05054663
542 disaster -0.03565
543 topping -0.0014532043
544 house 0.056647815
545 journalist 0.21669158
546 filmmaker 0.16539373
547 djs 0.15159744
548 law_enforcement 0.14750978
549 muscle 0.14491542
550 blue_chip 0.024577893
551 manager 0.028301839
552 stock -0.036433548
553 contributor -0.0074213776
554 choreographer 0.085438065
555 south_african 0.24493542
556 resort 0.123822585
557 folk 0.17247038
558 tune 0.079566635
559 winery 0.053430755
560 entrepreneur 0.2072373
561 physician 0.11537524
562 deity 0.14232425
563 playwright 0.17376915
564 move -0.030930592
565 user 0.016700126
566 quarterback 0.07888704
567 twentieth_century 0.11610475
568 guest_speaker -0.017813712
569 dance 0.068858236
570 villain 0.38358518
571 contender 0.13313778
572 spelling 0.046710376
573 law 0.14206359
574 lender 0.10578976
575 cell 0.07513883
576 fundraiser 0.070830785
577 theologian 0.15663211
578 flower 0.083001286
579 airport 0.080878265
580 stream -0.051057007
581 estate 0.082547806
582 meat 0.11308403
583 tributary 0.07277394
584 proponent 0.069327585
585 sensor -0.035260055
586 democrat 0.29830056
587 comedian 0.17084312
588 effort -0.079241075
589 predator 0.23664951
590 shrub 0.06837095
591 antibiotic 0.056639224
592 phone 0.059086427
593 supermarket 0.14026946
594 township 0.0425159
595 historian 0.12007038
596 rider 0.08794884
597 abbreviation 0.187071
598 cartoon 0.19853829
599 hotel 0.09760572
600 trainer 0.12322608
601 sandwich 0.16399911
602 senator 0.17436138
603 family 0.080494195
604 tenant 0.079098016
605 lawyer 0.21604846
606 release -0.04063198
607 girl 0.19691798
608 feminist 0.18269941
609 Medical_Device 0.016772684
610 contractor 0.09402313
611 saint 0.28146505
612 psychologist 0.15167694
613 mall 0.07469302
614 conductor 0.13248168
615 aircraft 0.073312834
616 prospect 0.041032154
617 beer 0.06511485
618 mps 0.015685458
619 reservoir 0.005801847
620 condiment 0.06939611
621 dancer 0.1655568
622 pesticide 0.05618305
623 accident 0.011415654
624 rookie 0.085993744
625 reformer 0.25465026
626 rapper 0.24128333
627 tumor 0.116333015
628 winner 0.01816341
629 denomination 0.012463829
630 ngos 0.16803198
631 ship 0.046878073
632 garment 0.14371857
633 train 0.041499868
634 ophthalmologist 0.11513083
635 doctor 0.21592665
636 temple 0.07236646
