number concept activation
281 car 0.12561654
282 drink 0.0066116005
283 religion 0.03372105
284 trait -0.03878868
285 mental_health -0.03165801
286 beverage 0.017546717
287 orchestra 0.109952
288 starter 0.046824522
289 upgrade -0.022550367
290 account 0.0019174145
291 soft_tissue 0.072026506
292 photographer 0.13386306
293 venue 0.16720311
294 Adverse_Effect -0.021234922
295 province -0.0011460498
296 publication 0.08425197
297 quality -0.02031697
298 vessel -0.057648025
299 therapy 0.13152005
300 speaker 0.04283671
301 polymer 0.05908615
302 flavor -0.0370232
303 chemical 0.0315705
304 shape 0.070868924
305 guest 0.02122512
306 gene 0.01535895
307 injury 0.035748184
308 combination -0.025018027
309 bank 0.05262832
310 accessory 0.0721284
311 airline 0.10950757
312 county 0.06521407
313 competition 0.09123521
314 actor 0.028095184
315 station -0.014933217
316 gem 0.010903781
317 image 0.05072973
318 luminary 0.0011773779
319 expression 0.07031069
320 people 0.021801611
321 vehicle -0.004064092
322 society 0.11267287
323 tree -0.007961484
324 union 0.1010654
325 division 0.03619882
326 genre 0.04333239
327 fruit 0.0044210535
328 contemporary 0.1551526
329 heroes 0.047690142
330 officer -0.00807386
331 heroe 0.08361371
332 virus 0.015004738
333 establishment 0.05613351
334 piece -0.043060582
335 scientist 0.011330078
336 spot 0.020590607
337 wrestler 0.037790462
338 space 0.103014745
339 vaccine 0.05393264
340 track 0.11050954
341 value -0.020953277
342 pioneer 0.026956258
343 substrate 0.058231927
344 publisher 0.035662483
345 architect 0.11984515
346 behavior 0.06453999
347 theorist 0.15641126
348 producer 0.026891125
349 sweet -0.06815482
350 mission 0.014912199
351 single 0.04397462
352 partner 0.034321103
353 park 0.037013248
354 celebs 0.018317202
355 finish 0.08010722
356 committee 0.027528742
357 battle 0.017290836
358 crop -0.007479155
359 phrase -0.00579178
360 sight 0.03530769
361 addition 0.0475072
362 album 0.06445128
363 leader -0.0017296936
364 habitat -0.00075467
365 charity 0.024545647
366 malignancy -0.01752657
367 feeling 0.03925045
368 mouth_watering -0.037785143
369 legend -0.006779315
370 real_estate -0.0031822922
371 icon 0.038892787
372 modality 0.05381559
373 restaurant 0.0054680384
374 cheese 0.10514688
375 mammal 0.0890435
376 cutting_edge 0.040182743
377 headliner 0.09783545
378 fuel 0.12820348
379 syndrome -0.008424084
380 fixture 0.033899285
381 prop 0.050696895
382 report -0.007495742
383 center 0.08004262
384 college 0.02747599
385 delicacy 0.0024243128
386 role 0.05366077
387 newcomer 0.05801073
388 ensemble 0.06700273
389 investment -0.0412474
390 control 0.040487576
391 theory 0.043187913
392 salad -0.011463889
393 biomarker -0.039885283
394 nickname 0.010555717
395 singer 0.02637028
396 raw_material 0.03980646
397 entree -0.023007937
398 african_american 0.043443326
399 operator 0.022000223
400 particle 0.049573775
401 politician 0.012790765
402 builder 0.004333049
403 maker 0.0523238
404 series 0.0049603246
405 store 0.017615205
406 sport 0.048245188
407 developer 0.040691525
408 museum 0.19319704
409 enzyme 0.017151525
410 Web_Site 0.10062343
411 herb -0.03892282
412 fashion_designer 0.091753066
413 record 0.12834877
414 software 0.02349899
415 street 0.1128264
416 show 0.104479514
417 version 0.051070753
418 stimulus 0.06786311
419 teammate 0.057215545
420 touch 0.010554389
421 outlet 0.025185494
422 Service_Provider -0.038679548
423 entertainer -0.0077491924
424 advocate 0.0079009235
425 suburb 0.14967455
426 exhibit 0.13787287
427 mine -0.033936948
428 settlement 0.026158128
429 remedy -0.02132201
430 official 0.05401613
431 poem 0.06459969
432 breed 0.040255576
433 state 0.13284382
434 youngster -0.0032163875
435 camp 0.06344918
436 organ 0.11378217
437 giant 0.062718205
438 actress 0.01399845
439 fund 0.039633457
440 variant -0.048948556
441 Empirical_Study -0.034001812
442 Signature_Dish -0.010784684
443 mode 0.006444616
444 conference 0.1857981
445 force 0.07822621
446 brewery 0.093832366
447 art 0.16781576
448 threat 0.036979724
449 production -0.009216815
450 supporter 0.013385953
451 inhibitor -0.019338487
452 journal 0.07467241
453 practitioner -0.081890784
454 novelist 0.11332659
455 invertebrate 0.04641216
456 vegetable -0.026200304
457 musical 0.06399966
458 economist 0.025482079
459 card 0.008644992
460 network 0.04040884
461 comedy 0.052363683
462 nineteenth_century 0.094252124
463 grass -0.012601904
464 ride -0.013050583
465 standout 0.033320267
466 water 0.0312795
467 worker -0.00936141
468 investigator 0.013479007
469 surgery 0.04545471
470 Famous_Name 0.059418324
471 Centre 0.0640593
472 parish -0.022978436
473 comment 0.018556962
474 occupation 0.1248787
475 artiste 0.022666274
476 experiment 0.038285926
477 insect 0.09142841
478 densely_populated 0.060342357
479 dog 0.067486025
480 commentator -0.045501515
481 infection 0.031925358
482 composition 0.03993678
483 dignitary 0.018307561
484 ethnic_minority -0.04063832
485 internationally_renowned 0.18489853
486 prison 0.09490544
487 philosopher 0.12122547
488 critically_acclaimed 0.09262072
489 comic 0.040763397
490 surname 0.050238393
491 finding -0.018475953
492 index 0.021163698
493 peer 0.03826955
494 coach 0.049421743
495 activist 0.0357845
496 foundation 0.019299032
497 award 0.07285672
498 pathogen 0.02830164
499 face 0.034008924
500 council 0.0559527
501 verb -0.011397023
502 acquisition -0.021752728
503 selection -0.00026945706
504 defect 0.040300205
505 route 0.06829148
506 studio 0.15184313
507 thinker 0.063274845
508 container -0.034898132
509 Historical_Site 0.0059289355
510 abnormality 0.07644172
511 movement 0.06029891
512 colleague -0.0013501196
513 sociologist 0.055349447
514 base 0.03430488
515 culture 0.09641448
516 monster 0.028357325
517 explorer 0.017219346
518 investor 0.03783529
519 tourist_destination 0.051905714
520 insurer 0.0747694
521 regular 0.03190289
522 sample 0.038761955
523 Menu_Item -0.040151622
524 Offence 0.0011606264
525 minister 0.06388508
526 composer 0.15360324
527 coating 0.034509037
528 perennial -0.016478347
529 soil 0.06973957
530 performance 0.08477178
531 teacher 0.00031042536
532 painter 0.08753711
533 landmark 0.11626982
534 university 0.05606599
535 mountain 0.0011901231
536 novel 0.0987126
537 wine 0.07724409
538 fabric 0.0023032837
539 internationally_acclaimed 0.11691066
540 franchise -0.037506986
541 prize 0.08551947
542 disaster 0.005613607
543 topping 0.034056336
544 house 0.048311777
545 journalist 0.06923465
546 filmmaker 0.1663403
547 djs 0.13889788
548 law_enforcement 0.017184164
549 muscle 0.06860154
550 blue_chip 0.08997216
551 manager -0.043841597
552 stock 0.04020062
553 contributor -0.02079666
554 choreographer 0.098831594
555 south_african 0.083935015
556 resort 0.027973603
557 folk 0.014756151
558 tune 0.01967496
559 winery 0.019815043
560 entrepreneur 0.009165387
561 physician -0.033800617
562 deity -0.056022342
563 playwright 0.116682775
564 move 0.05502548
565 user -0.009350552
566 quarterback 0.11117314
567 twentieth_century 0.09324943
568 guest_speaker 0.023484712
569 dance 0.07869107
570 villain 0.011560145
571 contender 0.050788503
572 spelling 0.052967068
573 law 0.0094653005
574 lender 0.012961907
575 cell 0.10135797
576 fundraiser 0.018801741
577 theologian 0.07610778
578 flower 0.06560041
579 airport 0.138909
580 stream 0.0012322941
581 estate 0.009595791
582 meat 0.040449828
583 tributary -0.0028530585
584 proponent -0.0009114995
585 sensor 0.014941226
586 democrat 0.062961645
587 comedian -0.01684546
588 effort 0.053912193
589 predator 0.038351994
590 shrub -0.08281164
591 antibiotic 0.038215067
592 phone 0.064225726
593 supermarket 0.020741984
594 township 0.13455474
595 historian 0.08046396
596 rider -0.028529396
597 abbreviation 0.079197764
598 cartoon 0.08556618
599 hotel 0.14468126
600 trainer 0.01096562
601 sandwich -0.004653395
602 senator -0.055135746
603 family 0.009158327
604 tenant 0.03142634
605 lawyer 0.03468659
606 release 0.05619373
607 girl -0.0050801183
608 feminist 0.07070668
609 Medical_Device 0.038619865
610 contractor -0.030844722
611 saint -0.011102012
612 psychologist 0.0671032
613 mall 0.059184536
614 conductor 0.08269022
615 aircraft 0.06561509
616 prospect 0.009413419
617 beer 0.09727056
618 mps 0.04372889
619 reservoir 0.016526802
620 condiment -0.063235484
621 dancer 0.051507816
622 pesticide -0.011615411
623 accident 0.06699485
624 rookie 0.06787284
625 reformer 0.07329869
626 rapper 0.040611427
627 tumor 0.0065021305
628 winner 0.0363395
629 denomination -0.013825434
630 ngos 0.062895395
631 ship -0.03151851
632 garment -0.03707525
633 train 0.095733926
634 ophthalmologist -0.0052653966
635 doctor 0.03356248
636 temple 0.012787807
